watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
joe,7.15,7.22,17.09,3.05,14.89,3.9,15.36,3.56,6.07,6.41,21.36,11.63,8.69,31.86,1854.54,69.7,15.02,3.89,3.06,6.06,6.7,5.09,14.84,10.34,6.75,4.21,0,4.62,67.96,10.94,7,10.91,6,18,18,1.65,1.72,1.72,1.94
joe,6.64,6.83,18.67,3.07,14.7,3.71,14.95,3.22,6,6.26,21.15,10.54,7.72,29.19,1582.91,68.25,14.63,4.18,3.85,5.3,6.5,4.38,14.03,10.06,5.9,3.44,0,3.99,66.49,11.02,7,10.81,7,18,18,1.69,1.71,1.6,1.96
joe,7.03,7.43,17.56,3.3,13.84,4.51,15.24,3.48,5.59,6.12,19.94,10.79,8.83,31.25,1800.88,67.37,14.4,4.02,3.49,5.2,6.49,4.39,14.06,9.77,6.63,3.72,0,4.25,65.47,8.39,7,10.52,7,20,20,1.85,1.73,1.44,2.09
joe,7.07,7.38,17.55,3.16,14.33,4.67,15.84,3.61,6.77,5.61,21.86,12.81,9.25,34.22,2160.54,70.48,12.58,3.88,3.25,5.99,7.04,5,14.78,10.33,6.32,3.75,0,4.54,68.84,11.18,7,10.97,7,19,19,1.61,1.6,1.57,1.97
joe,7.57,8.17,18.22,2.89,12.08,3.08,15.67,2.91,5.13,6.28,19.38,10.72,8.41,31.31,1690.7,69.28,13.32,3.97,3.14,6.33,7.08,4.85,15.45,11.45,5.77,4.03,0,4.91,67.03,11.78,6,11.76,6,21,21,1.72,1.59,1.67,2.37
joe,4.6,4.99,10.17,1.69,6.8,2.3,8.75,1.79,2.5,4.32,11.91,7.31,6.24,20.56,790.31,39.55,8.85,1.95,1.53,3.1,3.72,2.01,7.73,5.5,3.32,2.14,0,0.81,38.92,6.97,7,7.26,7,19,19,1.05,1,1.03,3.41
joe,6.82,7.17,17.04,2.95,12.01,3.53,14.58,3.35,5.65,5.68,19.23,9.78,8.79,28.74,1555.25,63.82,13.53,3.74,2.32,5.29,5.91,4.69,12.94,8.74,5.92,4.12,0,3.67,63.14,10.26,6,10.32,6,17,17,1.65,1.64,1.6,2.1
joe,7.25,8.23,18.87,3.31,14.72,4.19,16.3,2.94,4.84,5.73,19.64,10.44,9.13,31.02,1709.67,72.61,14.38,3.76,2.78,6.15,7.53,5.19,16.67,11.85,6.27,3.9,0,5.32,73.05,12.04,7,12.18,8,19,19,1.78,1.46,1.82,1.79
joe,6.75,7.55,17.14,3.09,14.89,4.59,15.61,3.44,5.59,5.78,19.76,11.18,9.2,32.29,2000.06,66.49,13.7,3.65,2.56,5.42,7.17,5.1,14.92,10.76,6.03,3.91,0,4.19,66.17,11.11,7,10.66,7,19,19,1.89,1.78,1.58,2.4
joe,3.06,3.85,8,1.27,5.57,2.67,7.05,1.06,2.04,3.09,9.26,4.78,3.73,13.48,324.34,31.2,7.27,1.79,1.18,2.32,2.95,1.59,6.55,4.71,2.27,1.58,0,0.38,31.18,5.64,7,5.7,7,18,13 top  sepArated count confirmed,0.59,0.54,0.5,4.77
joe,3.86,4.26,10.1,1.63,7.46,2.82,8.62,1.79,2.73,3.63,11.23,4.46,5.28,15.84,419.14,41.21,8.09,2.14,1.51,2.38,3.56,1.94,8.96,6.19,3.25,2.09,0,0.8,40.23,7.28,7,7.14,7,16,12 top 4 seperated count confirmed,0.89,0.84,0.81,3.28
joe,3.25,3.72,6.69,1.2,6.26,2.62,7.06,1.65,2.15,3.38,9.41,4.02,4.11,13.16,278.16,32.41,6.69,1.67,1.2,2.24,3.02,1.74,6.74,4.79,2.68,1.8,0,0.41,31.88,5.53,9,5.48,10,16,16,0.66,0.69,0.6,4.05
joe,3.81,4.34,9.12,1.78,6.81,2.74,9,1.92,2.48,3.58,11.18,6.73,5.6,18.92,688.28,39,8.53,2.02,1.09,3.02,3.24,2.29,8.49,5.63,3.33,2.18,0,0.81,39.05,7.1,6,7.13,6,18,18,1.04,1.01,0.97,4.04
joe,6.96,8.21,19.87,2.88,14.13,4.55,15.59,3.1,5.13,5.53,19.04,12.25,9.27,33.29,1963.53,71.06,12.92,3.5,2.97,5.72,6.99,5.11,15.39,11.26,5.72,3.87,0,4.75,69.22,11.63,8,11.39,8,21,21,1.93,1.85,1.71,2.36
joe,5.24,5.89,11.57,2.15,8.96,2.94,10.1,2.13,3.48,4.02,13.45,5.67,5.86,18.85,608.4,46.78,10.29,2.3,2.09,3.24,3.91,2.53,8.8,6.24,3.84,2.59,0,1.19,46.18,8,8,8.02,9,19,19,0.96,1,0.91,3.03
joe,4.08,4.59,11.1,1.81,8.06,3.01,9.48,2.07,3.27,4.32,12.7,7.45,5.85,19.67,691.79,42.35,9.15,2.37,1.62,3.63,3.82,2.19,8.5,5.95,3.38,2.25,0,0.91,41.38,7.27,7,7.38,7,17,17,1.21,1.17,1.19,3.88
joe,3.47,4.3,6.61,1.33,6.4,1.55,8.13,1.95,2.24,3.25,10,5.73,4.54,16.72,473.98,35.34,7.61,1.8,1.26,2.89,3.09,1.77,6.27,4.74,3.16,1.67,0,0.56,35.66,6.37,6,6.6,7,17,17,0.83,0.84,0.79,3.55
joe,4.17,4.84,9.99,1.49,6.98,2,8.59,1.85,2.64,3.42,11.1,6.91,5.31,18.98,674.98,39.11,8.56,2.11,1.54,2.94,3.68,2.18,8.09,5.26,3.34,1.86,0,0.81,39.55,7.19,6,7.49,6,18,18,0.86,0.88,0.81,3.32
joe,7.26,7.86,18.66,2.99,14.54,3.63,15.45,2.87,5.05,5.2,18.37,12.88,8.22,32.32,1553.79,65.99,13.85,2.81,2.34,5.87,6.56,4.96,15.45,10.02,6.34,3.84,0,4.13,65.39,11.22,7,11.33,7,18,18,1.82,1.66,1.71,1.96
joe,7.34,7.76,20.06,3.04,14.19,4.47,15.29,3.58,5.5,6.21,19.61,12.97,9.44,34.47,2171.15,70,14.29,3.55,2.7,6,6.57,4.51,14.15,10.22,6.08,3.92,0,4.38,68.64,11.49,7,11.44,7,20,20,1.86,1.95,1.65,1.95
joe,5.97,6.47,14.1,2.35,11.13,3.48,12.61,2.6,4.14,5,16.17,7.27,7.55,24.1,1049.56,56.45,11.71,3.12,3.08,4.67,5.7,3.33,11.32,7.89,5.37,3.28,0,2.4,55.65,8.9,9,9.17,9,19,19 top most cut off accidentally. but present,1.38,1.28,1.4,2.42
joe,4.65,5.31,10.13,1.63,6.93,2.12,9.15,2.12,3.16,4.14,12.59,6.01,5.53,19.18,669.1,44.55,9.52,2.66,2.31,3.98,4.31,2.48,8.85,6.9,3.74,2.81,0,1.02,44.56,8.04,8,7.91,6,16,16,1.04,0.77,0.83,3.21
joe,6.45,7.6,17.66,2.99,13.64,4.46,15.38,3,4.88,5.92,18.78,9.34,8.92,28.9,1533.29,66.79,13.98,3.6,2.86,6.18,5.94,4.38,14.63,9.97,6.77,4.29,0,4.34,65.61,10.33,7,10.45,7,17,17,1.78,1.76,1.58,2.06
joe,4.23,4.75,8.54,1.57,7.16,2.68,8.83,1.73,2.59,3.68,11.06,4.48,4.84,14.93,406.33,38.26,8.51,2.48,2.09,3.22,3.84,2.46,8.62,5.9,3.6,2.46,0,0.78,38.66,6.54,6,7.21,6,18,18,0.83,0.74,0.69,3.66
joe,6.88,8.21,17.54,3.05,13.75,5.04,16.85,3.48,5.49,5.52,19.42,11.78,8.86,32.13,1849.13,68.11,14.62,3.99,3.13,5.74,6.72,4.93,14.13,9.83,6.56,4.32,0,4.62,68.44,11.57,7,11.62,7,19,19,1.36,1.41,1.49,2.07
joe,3.99,5.32,7.98,1.44,6.85,1.86,7.99,1.37,2.14,3.62,9.83,4.68,5.13,15.95,434.35,36.7,8.04,2.13,1.54,3.19,3.68,2.13,7.55,5.12,3.56,2.38,0,0.62,36.19,6.22,7,6.31,7,16,16,0.76,0.8,0.62,3.87
joe,5.15,6.14,16.3,2.57,13.32,3.81,13.5,3.07,4.58,5.36,17.41,9.7,7.43,27.24,1173.43,62.22,12.87,3.14,2.08,5.27,5.66,3.95,12.51,8.55,5.27,3.45,0,3.02,61.86,9.63,7,9.74,8,18,18,1.73,1.5,1.83,2.05
joe,6.92,7.43,14.56,2.79,13.32,4.37,13.67,2.85,3.71,10,15.95,8.38,8.19,26.06,1263.87,59.14,11.82,3.33,2.99,5.04,6.49,3.93,13.27,9.9,5.9,3.4,0,3.23,58.93,10.53,9,10.34,5,20,20,1.53,1.35,1.52,2.45
joe,8.21,8.4,17.72,3.28,14.23,4.37,16.08,4.15,6.11,10,21.43,12.73,10.16,35.11,2241.14,72.36,16.11,4.34,4.02,5.94,7.13,5.62,15.96,11.5,6.69,4.28,0,4.99,71.89,11.46,7,11.9,7,19,19,1.95,1.86,2.03,1.65
joe,7.56,8.14,19.31,3.19,14.44,4.09,16.61,3.61,5.57,10,20.22,10.67,9.81,33.07,2029.96,72.05,15.67,4.38,3.5,6.49,6.82,4.69,15.93,10.96,6.67,4.55,0,5.14,71.06,11.8,7,11.77,7,18,18,1.77,1.55,1.47,2.03
joe,8.2,8.7,20.85,3.38,15.16,3.69,15.78,4.12,6.23,10,21.64,12.28,9.91,34.3,2192.93,72.8,14.91,3.98,2.51,5.76,7.16,5.25,14.61,10.3,6.4,3.77,0,5.23,71.38,11.1,7,10.71,7,19,19,1.76,1.47,1.39,1.91
kennedy,5.64,6.62,12.64,2.41,9.06,2.58,11.37,2.37,4.15,4.8,15.66,10.52,7.75,28.65,1786.82,53.29,11.12,2.52,2.33,4.49,5.79,4.06,12.06,8.78,4.98,3.57,0,2.18,52.76,9,26,9.14,24,23,23,1.67,1.67,1.53,2.8
kennedy,4.89,5.63,12.6,2.1,9.4,2.82,10.89,2.98,4.91,4.96,16.15,9.56,6.32,25.58,1494,49.29,11.48,2.91,2.69,4.28,4.27,2.25,9.97,7.18,4.64,2.93,0,1.65,48.37,8.12,25,8.31,26,21,19  two left in roof of mouth presence confirmed,1.66,1.43,1.59,2.76
kennedy,4.31,5.25,12.45,1.96,9.2,2.71,10.29,2.47,4.69,4.84,15.44,8.71,7.38,25.37,1483.4,49.69,11.63,3.07,2.69,3.65,4.31,2.57,10.65,8.34,4.62,2.91,0,1.46,48.43,8.2,24,8.19,24,23,23,1.53,1.53,1.44,3.38
kennedy,4.08,5.68,11.26,2.21,9.7,3.38,11.15,2.81,4.55,5.01,15.92,10.09,7,27.98,1256.85,48.91,12.27,3.48,2.55,4.23,4.8,3.24,9.68,7.25,4.5,3.02,0,1.64,48.2,7.91,24,7.99,25,24,24,1.6,1.55,1.45,3.58
kennedy,4.81,5.76,10.28,1.79,8.2,2.68,8.78,2.38,4.01,4.23,13.42,7.99,6.04,22.3,1068.19,44.01,10.12,2.89,2.83,3.07,3.94,2.2,9.25,6.83,3.82,2.57,0,0.98,42.77,7.86,17,7.59,18,21,21,1.16,1.06,1.07,3.74
kennedy,5.95,6.62,11.67,1.92,9.9,3.26,10.25,2.81,4.92,4.58,15.44,8.98,7,24.91,1510.41,50.21,11.67,3.16,2.36,3.77,4.26,2.89,10.77,7.77,4.33,3.08,0,1.55,49.32,8.8,24,8.75,25,21,21,1.53,1.43,1.53,3.39
kennedy,5.55,6.4,10.81,2.01,8.77,1.95,10.34,2.49,4.48,5,15.83,10.31,6.56,25.97,1441.79,49.86,11.05,3.1,2.7,3.74,4.3,2.68,10.89,7.58,4.44,3.05,0,1.42,48.02,8.11,8,8.31,7,23,24  one tiny one at bottom of mouth that I couldnt initially see,1.42,1.35,1.3,3.58
kennedy,5.18,6.26,11.35,2.1,9.11,2.59,10.86,2.99,4.9,4.93,16.23,9.14,6.95,25.58,1504.37,51.06,12.13,3.41,3.03,4.52,4.77,3.16,10.55,7.5,4.94,3.14,0,1.75,49.19,7.84,24,7.74,23,21,21,1.56,1.49,1.43,3.17
kennedy,4.18,5.73,9.54,1.83,7.13,2.65,9.73,2.22,3.87,5.02,13.96,9.46,6.59,25.21,1406.42,45.41,10.33,3.11,3.2,4.27,4.74,2.64,9.74,7.4,4.1,2.52,0,1.29,44.16,7.59,25,7.7,25,24,24,1.23,1.35,1.3,3.78
kennedy,5.01,5.35,11.73,1.76,8.4,2.82,9.54,2.63,4.18,4.6,14.02,7.4,5.72,19.52,708.2,47.08,10.96,3.22,3.22,4.11,4.22,2.55,9.67,7.02,4.32,2.86,0,1.3,46.19,7.23,7,7.34,7,21,22  one on top of mouth that I couldnt initially see,1.34,1.29,1.35,3.68
kennedy,4.74,5.53,11.16,2.11,8.75,2.83,9.95,2.33,4.62,4.59,15.04,7.33,5.7,21.53,767.88,47.16,11.62,3.13,2.98,4.3,4.16,2.45,9.96,7.46,4.24,3.2,0,1.32,47.07,7.82,20,8,25,22,22,1.23,1.33,1.3,3.31
kennedy,4.47,4.72,12.94,1.99,9.76,3.4,10.82,2.91,6.15,4.92,17.98,9.21,7.55,27.46,1011.05,52.72,12.88,3.88,3.2,4.28,4.76,2.81,9.04,6.3,4.57,3.15,0,1.76,51.19,7.56,7,7.9,8,22,22,1.52,1.39,1.5,3.32
kennedy,6.25,6.94,13.55,2.16,10.99,3.07,10.9,3.39,5.36,5.02,16.46,10.21,7.28,26.98,1667.09,53.53,12.37,3.49,3.2,4.25,4.89,3.06,11.29,8.11,4.69,3.18,0,1.83,52.03,8,24,7.98,27,25,25,1.4,1.45,1.33,3.4
kennedy,5.28,6.85,11.82,1.94,9.47,2.6,10.7,2.7,4.5,4.8,15.25,8,6.47,22.32,1176.84,49.6,11.77,3,2.54,4.69,4.64,2.87,10.38,7.4,4.5,2.72,0,1.66,48.79,7.59,25,8.12,25,23,23,1.56,1.5,1.46,3.39
kennedy,5.32,6.12,12.74,1.88,10.2,2.73,10.53,2.54,5.18,5.25,16.33,8.78,6.97,25.59,1281.02,51.96,12.37,3.56,3.15,4.1,4.58,2.9,11.04,7.98,4.43,2.86,0,1.64,50.57,7.89,8,8.21,9,23,23,1.51,1.45,1.42,2.79
kennedy,4.8,5.83,10.3,1.65,8.04,2.97,9.99,2.61,3.69,4.72,13.81,8.71,6.62,24.92,1453.34,50.94,10.54,2.99,2.51,4.37,4.56,3.04,11.28,8.52,3.95,2.79,0,1.49,50.14,7.59,7,8.05,6,22,22,1.28,1.3,1.23,3.4
kennedy,4.59,5.54,10.9,1.68,7.3,2.11,9.39,2.04,3.68,4.35,12.99,7,5.91,21.18,985.63,44.39,9.83,2.71,2.44,4.21,4.4,2.9,10.21,7.77,3.7,2.6,0,1.17,43.92,7.26,25,7.69,25,24,24,1.09,1.11,1.16,4.28
kennedy,3.84,5.07,11.48,2.14,9.63,3,11.94,3.32,5.2,4.96,16.42,9.72,6.92,26.06,1515.21,50.54,11.7,3.64,3.77,4.97,5.38,2.95,10.54,7.75,4.69,2.95,0,2.03,50.33,7.73,25,8.59,25,21,21,1.62,1.49,1.55,2.75
kennedy,4.27,5.12,11.2,1.93,7.67,2.08,9.76,2.33,4.04,4.5,13.85,9.06,6.03,24.32,1220.62,46.25,11.24,3.03,2.4,3.76,4.22,2.59,10.01,6.8,4.1,3.04,0,1.31,45.61,7.39,26,7.5,24,24,24,1.35,1.4,1.31,3.56
kennedy,5.2,5.88,11.38,1.82,7.33,2.4,10.31,2.54,3.89,4.71,14.23,8.66,6.8,24.48,1447.82,50.68,11.22,3.06,2.74,4.11,5.12,3.51,10.61,7.67,4.13,2.63,0,1.67,49.92,7.71,24,8,20,21,21,1.45,1.3,1.32,3.45
kennedy,5.13,6.12,11.98,1.99,10.11,3.18,11.03,2.82,5.12,4.79,16.04,8.57,6.76,24.44,1249.76,49.88,11.15,3.23,3.64,4.09,4.74,2.65,10.35,8.04,4.91,3.22,0,1.78,49.03,8.39,8,8.3,9,22,21  one left at roof of mouth presence confirmed,1.28,1.36,1.15,3.2
kennedy,3.93,4.22,10.23,1.95,7.73,3.06,8.78,2.41,4.36,4.4,13.73,7.6,5.63,21.02,1000.5,42.44,10.17,2.76,2.35,3.11,4.05,2.33,8.39,5.86,4.02,2.86,0,1.03,41.61,6.91,25,7.08,26,22,22,1.22,1.19,1.21,3.93
kennedy,4.89,5.4,9.62,1.73,7.85,2.16,10.04,2.68,4.37,4.83,14.69,9.41,6.46,24.98,1380.14,44.86,10.74,3.14,2.83,4.1,4.47,2.73,9.16,6.73,4.25,2.95,0,1.31,43.93,7.94,7,7.93,7,21,21,1.37,1.37,1.34,3.75
kennedy,3.79,5.01,10.66,1.82,8.98,2.63,9.48,2.71,4.12,4.37,14.02,8.16,5.78,22.9,853.87,46.82,10.06,3.03,2.4,4.26,4.45,2.47,9.9,7.08,4.35,2.72,0,1.31,46.03,4.82,7,4.87,8,22,22,1.11,1.04,1.03,3.3
kennedy,5,5.27,10.46,1.82,7.03,2.45,8.78,2.4,3.83,4.41,13.36,8.57,5.92,22.86,1162.07,43.49,9.71,2.61,2,3.09,3.67,1.59,9.31,6.85,4.04,2.96,0,1.01,42.91,8.18,25,8.46,24,23,23,1.36,1.27,1.31,3.75
kennedy,4.53,5.5,10.09,1.95,9.08,2.97,9.65,2.7,4.64,4.44,14.89,8.84,6.65,24.93,1024.2,46.83,11.28,3.18,2.76,4.49,4.45,2.5,9.34,6.51,4.28,3.12,0,1.38,45.69,8.2,24,8.17,26,21,21,1.29,1.32,1.14,3.52
kennedy,4.94,6.03,12.25,1.95,8.65,3.25,9.57,2.86,4.27,4.84,14.76,8.61,6.41,23.9,914.88,48.37,11.79,2.97,3.09,3.58,4.43,2.46,9.63,7.1,4.39,2.77,0,1.33,46.78,8.24,25,8.1,25,24,24,1.41,1.3,1.36,4.07
kennedy,4.08,5.45,10.2,1.6,6.51,2.48,8.91,2.07,4.31,4.37,13.87,7.82,5.46,21.57,1120.47,42.43,10.18,3.08,2.95,3.48,3.91,2.34,8.45,6.14,3.86,2.68,0,0.99,42.17,6.68,6,6.5,7,23,23,1.35,1.29,1.3,3.93
kennedy,4.08,4.67,10.76,1.85,8.2,3.07,9.49,2.75,4.39,4.15,13.63,8.33,5.9,22.07,1069.52,44.6,10.21,2.94,3.08,3.94,4.39,2.39,9.32,6.64,4.06,2.98,0,1.28,43.97,6.5,26,6.94,27,20,20,1.16,1.2,1.2,3.54
kennedy,3.86,4.81,11.38,2.04,7.94,2.21,10.87,2.36,4.03,4.42,13.79,8.96,6.25,24.56,1363.89,48.56,10.27,3.08,4.03,5.09,5.32,3.25,10.87,8.07,4.45,3.04,0,1.84,48.12,6.97,14,6.9,10,22,22,1.22,1.24,1.11,3.32
kennedy,3.39,3.85,8.93,1.64,5.41,2.01,8.81,1.48,2.96,3.93,11.14,5.09,5.26,16.84,653.77,40.53,8.29,2.13,1.78,3.99,4.44,2.23,8.67,6.59,3.36,2.49,0,1.06,39.89,5.74,24,6.36,23,21,21,1.11,1.03,1.01,3.97
kennedy,4.61,5.44,12.06,2.08,9.12,3.04,11.22,2.46,4.88,5.09,15.72,10.88,6.68,27.83,1816.38,51.61,12.05,3.53,3.32,5.31,5.26,2.75,10.63,8.13,5.21,3.95,0,2.01,50.51,7.77,25,8.12,25,23,23,1.46,1.4,1.45,3.42
kennedy,4.42,5.17,12.51,2.01,8.21,3.06,11.11,2.37,4.02,4.78,14.64,7.15,6.62,22.29,1040.26,50.37,10.55,3.48,3.15,5.07,5.8,3.7,10.73,7.75,4.54,3.16,0,1.91,50.39,7.48,19,7.27,18,22,22 left side,1.37,1.45,1.25,3.06
kennedy,5.63,6.64,14.45,2.42,10.85,3.68,12.77,2.89,5.86,5.62,18.06,10.1,8.11,28.36,1689.17,57.94,11.66,3.65,3.73,4.67,5.05,3.11,10.67,7.96,4.47,3.18,0,1.88,51.1,8.11,24,8.74,25,23,23,1.48,1.45,1.47,3.22
kennedy,5.06,5.37,11.15,1.97,8.3,2.77,10.64,2.51,4.41,4.87,15.51,9.64,6.76,25.87,1588.52,48.22,12.11,3.35,3,4.27,4.66,3.08,9.89,6.56,4.52,3.22,0,1.68,47.18,7.71,24,7.73,25,23,23,1.62,1.5,1.4,3.63
kennedy,5.01,5.63,11.45,1.98,8.32,2.73,10.53,2.36,4.32,5.15,14.68,10.26,6.23,26.58,1048.56,47.04,11.14,3.12,3.02,4.39,4.24,1.97,9.6,7.16,3.99,3.12,0,1.48,46.53,7.95,24,7.88,24,21,21,1.4,1.27,1.33,3.3
kennedy,5.73,6.31,12,2.1,10.16,3.02,10.84,2.42,4.33,4.47,14.53,9.17,7.63,26.24,1081.38,48.22,10.91,2.95,2.57,4.4,4.64,2.77,10.52,7.45,4.14,2.99,0,1.54,47.12,8.62,25,8.57,27,23,23,1.49,1.5,1.5,3.31
kennedy,5.62,5.88,10.41,1.77,8.38,1.71,10.15,2.48,4.79,4.67,15.27,8.81,6.64,23.8,1196.51,46.38,11.53,2.87,2.35,4.13,4.66,2.69,9.84,7.82,3.74,2.84,0,1.27,45.44,8.07,24,8.2,24,22,24  one on roof of mouth and one on bottom of mouth that I couldnt initially see,1.2,1.16,1.17,3.46
kennedy,4.67,5.64,11.92,2.11,8.77,2.51,10.47,2.96,4.95,4.97,16.21,8.92,6.08,24.04,1347.66,48.79,11.83,3.37,3.25,4.34,4.82,2.95,10.29,7.67,4.36,3.07,0,1.48,46.85,8.63,24,8.83,25,22,22,1.54,1.43,1.44,3.24
kennedy,4.66,5.51,12.2,2.14,7.98,3.3,10.66,3.02,4.8,5.21,15.7,8.73,7.24,25.38,1497.25,48.58,11.95,3.49,3.38,4.5,4.28,2.57,9.57,6.78,4.41,2.97,0,1.73,47.77,7.41,9,7.63,9,23,23,1.29,1.25,1.3,4.3
misty,4.74,4.94,10.24,1.66,7.31,3.24,8.36,1.41,2.96,3.55,11.15,6.86,4.75,18.68,556.65,40.72,9.71,2.53,1.64,3.32,3.61,1.57,7.9,5.54,3.19,2.51,0,0.77,39.73,6.52,6,6.83,6,18,18,0.71,0.71,0.63,4.33
misty,5.16,6.52,11.18,2.06,8.96,2.86,11.09,1.52,4.12,4.27,14.38,7.7,6.14,22.44,1172.45,49.09,10.63,2.96,2.84,4.28,4.72,2.84,10.31,6.99,4.42,3.01,0,1.53,47.61,8.82,6,8.97,6,18,15 three along top left behind; count confirmed,1.22,1.16,1.15,2.55
misty,6.15,6.36,11.39,1.95,8.87,2.54,10.32,2.17,3.73,4.3,13.9,7.76,6.24,22.19,1068.64,48.15,10.55,2.93,2.69,3.82,4.47,2.4,10.2,7.4,4.08,2.97,0,1.38,47.73,7.84,6,8.49,7,18,18,1.12,1.07,1.14,2.74
misty,7.09,8.07,13.71,2.74,10.08,3.44,12.62,3.04,4.82,4.77,17.09,11.05,6.32,27.75,1520.57,58.17,14.05,3.5,2.46,5.25,5.65,3.81,12.4,8.94,5.23,3.62,0,2.56,56.78,9.91,6,10.27,7,19,19,1.32,1.25,1.24,2.6
misty,6.88,7.5,14.08,2.88,11.16,3.47,13.52,3.64,5.76,5.78,19.55,10.93,8.46,29.34,1991.79,60.94,13.98,3.64,3.25,5.78,6.22,3.93,11.73,8.77,6.22,4.26,0,3.16,58.84,9.97,6,10.41,6,19,19,1.79,1.86,1.75,2.45
misty,6.44,2.74,17.05,2.51,11.92,2.87,12.96,3.39,5.27,5.67,19.51,11.6,8.09,30.87,2148.39,60.26,14.05,4.23,3.05,4.61,5.83,3.53,11.58,8.28,5.01,3.36,0,2.71,58.41,9.48,6,8.91,6,18,18,1.22,1.15,1.2,2.5
misty,5.49,5.67,9.05,1.76,7.46,2.45,8.97,1.6,2.79,3.94,11.72,7.93,4.86,19.78,888.33,39.9,8.99,2.37,1.98,3.32,3.91,1.74,8.72,6.17,3.36,2.51,0,0.77,38.94,8.14,5,8.23,5,19,19,0.91,0.7,0.74,3.99
misty,5.28,6.99,14.61,2.64,11.78,3.32,12.79,3.09,4.8,5.3,17.29,9.04,7.2,25.83,1547.13,57.11,13.17,3.36,2.89,5.23,5.48,3.74,12.32,8.59,5.32,3.34,0,2.49,55.42,9.81,5,9.56,5,20,20,1.79,1.7,1.67,2.62
misty,5.4,5.55,10.04,1.97,8.32,2.3,9.16,1.47,3.98,3.83,13.45,8.42,5.46,22.11,1121.11,45.44,10.4,2.63,2.12,3.17,4.03,2.46,9.94,6.56,3.76,2.7,0,1.1,44.58,8.2,5,7.98,5,18,16 two along top left behind; count confirmed,0.92,0.9,0.94,3.34
misty,5.37,6.54,12.42,2.19,8.45,2.68,10.12,1.97,3.78,3.92,13.81,8.14,5.45,21.99,649.57,48.31,10.92,2.83,2.34,3.74,4.66,2.05,10.18,7.3,3.92,3.05,0,1.35,47.89,8.56,7,8.23,6,17,17,0.95,0.9,0.83,3.06
misty,4.64,5.68,10.66,1.89,8.38,2.99,8.96,1.75,2.92,3.78,11.53,6.91,5.14,18.98,780.85,41.41,9.22,2.81,2.1,3.34,3.89,1.85,9.7,7.16,3.74,2.42,0,0.89,40.73,7.61,7,7.86,7,19,19,0.86,0.9,0.75,3.26
misty,4.92,5.59,11.29,1.91,7.98,3.18,9.39,1.95,3.59,3.71,12.75,9.89,5.04,24.17,882.87,43.27,9.1,2.7,2.75,3.45,4.15,2.13,9.18,6.8,3.5,2.57,0,0.97,42.46,7.96,5,7.73,5,19,19,0.88,0.81,0.89,3.5
misty,6.47,6.76,15.98,2.3,11.94,3.65,12.49,3.03,5.18,5.3,17.97,7.69,7.38,25,1429.99,61.15,14.12,3.63,2.87,4.76,5.45,3.33,12.93,9.18,5.43,3.79,0,2.79,58.83,9.24,6,9.28,6,18,18,1.34,1.3,1.22,2.32
misty,5.8,6.23,13.68,2.46,11.23,3.01,13.04,3.23,4.69,5.66,17.45,9.99,6.45,25.84,1382.02,56.66,12.15,3.62,3.29,5.5,5.55,2.98,11.44,8.86,5.7,3.59,0,2.59,56.29,8.71,7,8.96,7,21,21,0.97,0.79,0.85,2.68
misty,6.51,7.08,15.45,2.63,12.22,2.64,12.53,3.35,5.58,5.31,18.02,11.08,7.51,28.54,1943.35,61.22,13.86,4.07,4.12,4.99,5.61,3.49,12.28,8.46,5.6,3.72,0,2.71,59.26,9.4,5,9.44,6,21,21,1.35,1.48,1.3,2.73
misty,6.6,7.28,16.06,2.77,13.32,3.15,14.42,3.81,4.87,5.51,17.87,9.54,7.53,27.27,1753.19,62.77,13.88,3.9,3.07,6.04,6.04,3.96,13.52,9.56,6.36,4.15,0,3.65,62.59,9.42,5,9.91,5,17,17,1.55,1.41,1.42,2.05
misty,5.84,6.51,10.33,2.02,9.2,2.25,10.32,1.45,3.81,4.01,13.59,7.64,6.25,22.61,1204.54,46.97,9.71,3.31,3.87,3.99,4.63,2.47,9.94,6.62,4.22,2.85,0,1.31,46.01,8.09,6,8.3,5,23,23,1.08,1.13,1.1,3.65
